institution_id,class_id,item_id,item_type,chapter,page,dcl_pre_exercise_code,dcl_sample_code,dcl_solution,dcl_sct,dcl_hint,lrn_activity_reference,lrn_question_reference,lrn_question_position,lrn_type,lrn_template_name,chapter_number,section_number,review_flag
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_13,learnosity,Chapter 2 - Understanding Data,2.2 From Numbers to Data,NA,NA,NA,NA,NA,NA,5765af69-a394-4985-9e5a-9bde8ed09430,1,plaintext,Essay with plain text,2,2,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_10,learnosity,Chapter 2 - Understanding Data,2.2 From Numbers to Data,NA,NA,NA,NA,NA,NA,15aa7d4f-7480-41c9-be9d-15a132ad2cac,2,plaintext,Essay with plain text,2,2,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_10,learnosity,Chapter 2 - Understanding Data,2.2 From Numbers to Data,NA,NA,NA,NA,NA,NA,27f34276-e364-494c-a9e6-a45c34c540fe,1,plaintext,Essay with plain text,2,2,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_1,learnosity,Chapter 2 - Understanding Data,2.2 From Numbers to Data,NA,NA,NA,NA,NA,NA,cacfdf3a-55d8-4476-ab8f-c8a03b192cb4,1,choicematrix,Choice matrix – labels,2,2,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_1,learnosity,Chapter 2 - Understanding Data,2.2 From Numbers to Data,NA,NA,NA,NA,NA,NA,e1e355ca-cf47-4268-bba4-bdcb1584958f,2,mcq,Multiple choice – block layout,2,2,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_2,learnosity,Chapter 2 - Understanding Data,2.2 From Numbers to Data,NA,NA,NA,NA,NA,NA,a86ed75b-7670-4bed-95cb-49f967700a54,1,mcq,Multiple choice – block layout,2,2,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_3,learnosity,Chapter 2 - Understanding Data,2.2 From Numbers to Data,NA,NA,NA,NA,NA,NA,e8b40463-c3ea-4f5c-86dd-41da6b774a33,1,shorttext,Short text,2,2,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_7,learnosity,Chapter 2 - Understanding Data,2.3 A Data Frame Example: MindsetMatters,NA,NA,NA,NA,NA,NA,88d0dbdf-4293-4a21-b515-8dd333cb9434,1,shorttext,Short text,2,3,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_4,learnosity,Chapter 2 - Understanding Data,2.3 A Data Frame Example: MindsetMatters,NA,NA,NA,NA,NA,NA,28e8274c-7dc6-4b34-847e-585840451838,1,plaintext,Essay with plain text,2,3,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_5a,learnosity,Chapter 2 - Understanding Data,2.3 A Data Frame Example: MindsetMatters,NA,NA,NA,NA,NA,NA,f448b234-d5f8-4ca8-96e0-54c397652ca6,1,shorttext,Short text,2,3,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_6a,learnosity,Chapter 2 - Understanding Data,2.3 A Data Frame Example: MindsetMatters,NA,NA,NA,NA,NA,NA,2ca51f84-7176-4f18-ad90-9edcc76ca836,1,shorttext,Short text,2,3,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_6c,learnosity,Chapter 2 - Understanding Data,2.3 A Data Frame Example: MindsetMatters,NA,NA,NA,NA,NA,NA,845f5899-e020-4865-ad99-b15349b17d68,1,shorttext,Short text,2,3,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_FromNumbers_8,learnosity,Chapter 2 - Understanding Data,2.3 A Data Frame Example: MindsetMatters,NA,NA,NA,NA,NA,NA,b0776061-77f9-4712-8398-e5c94aab084f,1,mcq,Multiple choice – block layout,2,3,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_1,learnosity,Chapter 2 - Understanding Data,2.4 Measurement,NA,NA,NA,NA,NA,NA,4ff4fce0-93ca-4af3-be6c-352c1db09d25,1,plaintext,Essay with plain text,2,4,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_1,learnosity,Chapter 2 - Understanding Data,2.4 Measurement,NA,NA,NA,NA,NA,NA,9231bfec-8bc3-49b7-b395-915d4a6da9f6,2,plaintext,Essay with plain text,2,4,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_2,learnosity,Chapter 2 - Understanding Data,2.4 Measurement,NA,NA,NA,NA,NA,NA,52f9cee9-d11c-4a9c-aa75-64d8411fb113,1,shorttext,Short text,2,4,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_3,learnosity,Chapter 2 - Understanding Data,2.4 Measurement,NA,NA,NA,NA,NA,NA,d6f3a8f3-f9bf-4847-96d0-1f0924d049c7,1,plaintext,Essay with plain text,2,4,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_4,learnosity,Chapter 2 - Understanding Data,2.4 Measurement,NA,NA,NA,NA,NA,NA,b1ab9ec2-ec2b-4b26-be36-32d3cd63c9ee,1,mcq,Multiple choice – block layout,2,4,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_5,learnosity,Chapter 2 - Understanding Data,2.4 Measurement,NA,NA,NA,NA,NA,NA,55213edb-db3a-4444-b77e-db88bdf1d12e,1,choicematrix,Choice matrix – labels,2,4,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_6,learnosity,Chapter 2 - Understanding Data,2.4 Measurement,NA,NA,NA,NA,NA,NA,a573cd6e-c067-4e4c-b113-616bdad158d0,1,mcq,Multiple choice – multiple response,2,4,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_10,learnosity,Chapter 2 - Understanding Data,2.5 Measurement (Continued),NA,NA,NA,NA,NA,NA,45e88544-00a3-4558-bdb6-d06429077001,1,mcq,Multiple choice – block layout,2,5,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_10,learnosity,Chapter 2 - Understanding Data,2.5 Measurement (Continued),NA,NA,NA,NA,NA,NA,a905710b-04a3-4393-ab5c-391cffae9b17,2,mcq,Multiple choice – block layout,2,5,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Measurement_9,learnosity,Chapter 2 - Understanding Data,2.5 Measurement (Continued),NA,NA,NA,NA,NA,NA,763d7262-c4ff-4fff-8ce2-da292b98aae9,1,shorttext,Short text,2,5,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Sampling_1,learnosity,Chapter 2 - Understanding Data,2.6 Sampling from a Population,NA,NA,NA,NA,NA,NA,bc674aa7-fcb7-4be3-8cd5-870e5ac86b49,1,plaintext,Essay with plain text,2,6,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Sampling_2,learnosity,Chapter 2 - Understanding Data,2.6 Sampling from a Population,NA,NA,NA,NA,NA,NA,25c6c409-e0de-4121-a710-d7a07ed39215,1,plaintext,Essay with plain text,2,6,FALSE
292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,Ch2_Structure_1,learnosity,Chapter 2 - Understanding Data,2.7 The Structure of Data,NA,NA,NA,NA,NA,NA,9a917586-1774-4381-9cc1-18e11e2654cb,2,shorttext,Short text,2,7,FALSE
