student_id,class_id,chapter_number,book,EOC,n_possible,n_correct,n_attempt
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,5,College / Advanced Statistics and Data Science (ABCD),0.9333333333333333,60,56,86
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,6,College / Advanced Statistics and Data Science (ABCD),0.83,100,83,132
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,7,College / Advanced Statistics and Data Science (ABCD),0.8125,64,52,73
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,8,College / Advanced Statistics and Data Science (ABCD),0.821917808219178,73,60,87
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,9,College / Advanced Statistics and Data Science (ABCD),0.75,100,75,127
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,10,College / Advanced Statistics and Data Science (ABCD),0.6323529411764706,68,43,90
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,11,College / Advanced Statistics and Data Science (ABCD),0.7123287671232876,73,52,84
04347fe5-e55a-4adc-86f2-a156ddfcfc13,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,12,College / Advanced Statistics and Data Science (ABCD),0.7733333333333333,75,58,87
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,1,College / Advanced Statistics and Data Science (ABCD),0.6,50,30,97
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,2,College / Advanced Statistics and Data Science (ABCD),0.5847457627118644,118,69,327
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,3,College / Advanced Statistics and Data Science (ABCD),0.5467625899280576,139,76,353
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,4,College / Advanced Statistics and Data Science (ABCD),0.6231884057971014,139,86,293
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,5,College / Advanced Statistics and Data Science (ABCD),0.6307692307692307,65,41,96
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,6,College / Advanced Statistics and Data Science (ABCD),0.5041322314049587,121,61,212
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,7,College / Advanced Statistics and Data Science (ABCD),0.5,64,32,71
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,8,College / Advanced Statistics and Data Science (ABCD),0.47435897435897434,78,37,100
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,9,College / Advanced Statistics and Data Science (ABCD),0.5048543689320388,103,52,136
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,10,College / Advanced Statistics and Data Science (ABCD),0.43283582089552236,67,29,87
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,11,College / Advanced Statistics and Data Science (ABCD),0.4430379746835443,79,35,97
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,12,College / Advanced Statistics and Data Science (ABCD),0.6625,80,53,98
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,13,College / Advanced Statistics and Data Science (ABCD),0.5409836065573771,61,33,72
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,14,College / Advanced Statistics and Data Science (ABCD),0.4603174603174603,63,29,104
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,15,College / Advanced Statistics and Data Science (ABCD),0.5416666666666666,48,26,74
045d0e87-585c-4126-a2c0-c744effb11b2,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,16,College / Advanced Statistics and Data Science (ABCD),0.4722222222222222,36,17,51
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,1,College / Advanced Statistics and Data Science (ABCD),0.8461538461538461,39,33,45
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,2,College / Advanced Statistics and Data Science (ABCD),0.6136363636363636,88,54,128
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,3,College / Advanced Statistics and Data Science (ABCD),0.6116504854368932,103,63,142
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,4,College / Advanced Statistics and Data Science (ABCD),0.4594594594594595,112,51,176
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,5,College / Advanced Statistics and Data Science (ABCD),0.5737704918032787,61,35,88
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,6,College / Advanced Statistics and Data Science (ABCD),0.47058823529411764,102,48,134
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,7,College / Advanced Statistics and Data Science (ABCD),0.5,62,31,68
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,8,College / Advanced Statistics and Data Science (ABCD),0.4819277108433735,83,40,116
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,9,College / Advanced Statistics and Data Science (ABCD),0.5742574257425742,101,58,131
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,10,College / Advanced Statistics and Data Science (ABCD),0.47540983606557374,61,29,70
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,11,College / Advanced Statistics and Data Science (ABCD),0.4810126582278481,79,38,100
05588964-8577-4b9f-9a5e-ddb770184d3c,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,12,College / Advanced Statistics and Data Science (ABCD),0.3333333333333333,75,25,87
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,1,College / Advanced Statistics and Data Science (ABCD),0.9333333333333333,45,42,56
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,2,College / Advanced Statistics and Data Science (ABCD),0.7634408602150538,93,71,152
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,3,College / Advanced Statistics and Data Science (ABCD),0.6532258064516129,124,81,197
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,4,College / Advanced Statistics and Data Science (ABCD),0.5348837209302325,130,69,229
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,5,College / Advanced Statistics and Data Science (ABCD),0.5757575757575758,66,38,100
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,6,College / Advanced Statistics and Data Science (ABCD),0.5321100917431193,109,58,152
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,7,College / Advanced Statistics and Data Science (ABCD),0.7575757575757576,66,50,77
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,8,College / Advanced Statistics and Data Science (ABCD),0.6419753086419753,81,52,106
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,9,College / Advanced Statistics and Data Science (ABCD),0.6571428571428571,105,69,141
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,10,College / Advanced Statistics and Data Science (ABCD),0.5441176470588235,68,37,88
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,11,College / Advanced Statistics and Data Science (ABCD),0.5375,80,43,105
0780b2c5-b260-4a31-816e-e91ce8b403a0,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,12,College / Advanced Statistics and Data Science (ABCD),0.5319148936170213,94,50,177
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,1,College / Advanced Statistics and Data Science (ABCD),0.7307692307692307,52,38,84
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,2,College / Advanced Statistics and Data Science (ABCD),0.5299145299145299,117,62,220
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,3,College / Advanced Statistics and Data Science (ABCD),0.6239316239316239,117,73,183
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,4,College / Advanced Statistics and Data Science (ABCD),0.4472049689440994,162,72,487
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,5,College / Advanced Statistics and Data Science (ABCD),0.5135135135135135,74,38,170
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,6,College / Advanced Statistics and Data Science (ABCD),0.5636363636363636,110,62,167
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,7,College / Advanced Statistics and Data Science (ABCD),0.5068493150684932,73,37,102
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,8,College / Advanced Statistics and Data Science (ABCD),0.6103896103896104,77,47,100
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,9,College / Advanced Statistics and Data Science (ABCD),0.4444444444444444,117,52,199
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,10,College / Advanced Statistics and Data Science (ABCD),0.4722222222222222,72,34,110
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,11,College / Advanced Statistics and Data Science (ABCD),0.37209302325581395,86,32,114
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,12,College / Advanced Statistics and Data Science (ABCD),0.37349397590361444,83,31,108
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,13,College / Advanced Statistics and Data Science (ABCD),0.45161290322580644,62,28,76
08929fc3-2331-4c9a-bd15-68147ea87d01,84444a0e-2905-46a8-bc93-5f566c0c1916,14,College / Advanced Statistics and Data Science (ABCD),0.3793103448275862,58,22,83
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,1,College / Advanced Statistics and Data Science (ABCD),0.2920353982300885,113,33,992
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,2,College / Advanced Statistics and Data Science (ABCD),0.5306122448979592,98,52,352
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,3,College / Advanced Statistics and Data Science (ABCD),0.4875,160,78,470
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,4,College / Advanced Statistics and Data Science (ABCD),0.5620437956204379,138,77,300
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,5,College / Advanced Statistics and Data Science (ABCD),0.6666666666666666,66,44,97
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,6,College / Advanced Statistics and Data Science (ABCD),0.5392156862745098,102,55,145
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,7,College / Advanced Statistics and Data Science (ABCD),0.46875,64,30,69
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,8,College / Advanced Statistics and Data Science (ABCD),0.4367816091954023,87,38,136
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,9,College / Advanced Statistics and Data Science (ABCD),0.46153846153846156,104,48,137
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,10,College / Advanced Statistics and Data Science (ABCD),0.39705882352941174,68,27,97
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,11,College / Advanced Statistics and Data Science (ABCD),0.35,80,28,153
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,12,College / Advanced Statistics and Data Science (ABCD),0.49295774647887325,71,35,86
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,13,College / Advanced Statistics and Data Science (ABCD),0.5,60,30,70
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,14,College / Advanced Statistics and Data Science (ABCD),0.39622641509433965,53,21,73
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,15,College / Advanced Statistics and Data Science (ABCD),0.4186046511627907,43,18,60
0a1c6dbe-74fc-4984-9721-f301535753a4,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,16,College / Advanced Statistics and Data Science (ABCD),0.3076923076923077,39,12,60
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,1,College / Advanced Statistics and Data Science (ABCD),0.9512195121951219,41,39,49
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,2,College / Advanced Statistics and Data Science (ABCD),0.8275862068965517,87,72,124
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,3,College / Advanced Statistics and Data Science (ABCD),0.6568627450980392,102,67,137
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,4,College / Advanced Statistics and Data Science (ABCD),0.5645161290322581,125,70,212
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,5,College / Advanced Statistics and Data Science (ABCD),0.7,60,42,86
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,6,College / Advanced Statistics and Data Science (ABCD),0.46875,96,45,122
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,7,College / Advanced Statistics and Data Science (ABCD),0.28125,64,18,72
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,8,College / Advanced Statistics and Data Science (ABCD),0.3611111111111111,72,26,85
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,9,College / Advanced Statistics and Data Science (ABCD),0.35353535353535354,99,35,124
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,10,College / Advanced Statistics and Data Science (ABCD),0.359375,64,23,77
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,11,College / Advanced Statistics and Data Science (ABCD),0.25675675675675674,74,19,86
0a8f8e66-5a3b-45c6-941b-ea77d27fd63f,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,12,College / Advanced Statistics and Data Science (ABCD),0.5526315789473685,76,42,89
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,1,College / Advanced Statistics and Data Science (ABCD),0.9719626168224299,107,104,257
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,2,College / Advanced Statistics and Data Science (ABCD),0.8152173913043478,184,150,509
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,3,College / Advanced Statistics and Data Science (ABCD),0.8034934497816594,229,184,679
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,4,College / Advanced Statistics and Data Science (ABCD),0.6685082872928176,182,121,442
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,5,College / Advanced Statistics and Data Science (ABCD),0.7522123893805309,113,85,293
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,6,College / Advanced Statistics and Data Science (ABCD),0.5901639344262295,183,108,581
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,7,College / Advanced Statistics and Data Science (ABCD),0.7526881720430108,93,70,222
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,8,College / Advanced Statistics and Data Science (ABCD),0.68,125,85,326
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,9,College / Advanced Statistics and Data Science (ABCD),0.7380952380952381,126,93,233
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,10,College / Advanced Statistics and Data Science (ABCD),0.7333333333333333,75,55,101
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,11,College / Advanced Statistics and Data Science (ABCD),0.6736842105263158,95,64,140
0d5d3654-7d7e-4da2-aff1-fe5405dfca9d,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,12,College / Advanced Statistics and Data Science (ABCD),0.6057692307692307,104,63,170
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,1,College / Statistics and Data Science (ABC),1,37,37,38
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,2,College / Statistics and Data Science (ABC),0.9125,80,73,109
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,3,College / Statistics and Data Science (ABC),0.8631578947368421,95,82,120
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,4,College / Statistics and Data Science (ABC),0.7850467289719626,108,84,169
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,5,College / Statistics and Data Science (ABC),0.8833333333333333,60,53,84
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,6,College / Statistics and Data Science (ABC),0.7653061224489796,98,75,125
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,7,College / Statistics and Data Science (ABC),0.7903225806451613,62,49,66
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,8,College / Statistics and Data Science (ABC),0.8472222222222222,72,61,84
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,9,College / Statistics and Data Science (ABC),0.7731958762886598,97,75,120
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,10,College / Statistics and Data Science (ABC),0.7419354838709677,62,46,74
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,11,College / Statistics and Data Science (ABC),0.7297297297297297,74,54,85
0f122889-830d-40c1-a6f8-f432cb327190,074123e7-cd90-4500-86fe-286aaa733bf5,12,College / Statistics and Data Science (ABC),0.8157894736842105,76,62,90
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,1,College / Advanced Statistics and Data Science (ABCD),0.9230769230769231,39,36,42
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,2,College / Advanced Statistics and Data Science (ABCD),0.7613636363636364,88,67,128
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,3,College / Advanced Statistics and Data Science (ABCD),0.7547169811320755,106,80,157
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,4,College / Advanced Statistics and Data Science (ABCD),0.7657657657657657,112,85,175
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,5,College / Advanced Statistics and Data Science (ABCD),0.6785714285714286,28,19,50
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,6,College / Advanced Statistics and Data Science (ABCD),0.7887323943661971,71,56,100
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,7,College / Advanced Statistics and Data Science (ABCD),0.7777777777777778,63,49,68
108b5ee7-3cab-468b-b937-535d91da2fd5,312e145c-f6b8-4f25-a73e-4d9f5b5926c0,8,College / Advanced Statistics and Data Science (ABCD),0.7397260273972602,73,54,86
