book,release,institution_id,class_id,student_id,chapter_number,construct,response
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,9,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,10,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,11,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,12,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,2,Intrinsic Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,3,Intrinsic Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,4,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,5,Intrinsic Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,6,Intrinsic Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,7,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,8,Intrinsic Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,9,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,10,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,11,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,12,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,2,Utility Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,3,Utility Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,4,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,5,Utility Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,6,Utility Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,7,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,8,Utility Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,9,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,13,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,13,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,13,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,953768c5-32fa-4190-8fee-1da82d8710bc,13,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,10,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,11,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,12,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,2,Cost,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,3,Cost,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,4,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,5,Cost,1
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,6,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,7,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,8,Cost,2
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,9,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,10,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,11,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,12,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,2,Expectancy,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,3,Expectancy,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,4,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,5,Expectancy,5
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,6,Expectancy,5
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,7,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,8,Expectancy,5
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,9,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,10,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,11,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,12,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,2,Intrinsic Value,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,3,Intrinsic Value,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,4,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,5,Intrinsic Value,5
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,6,Intrinsic Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,7,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,8,Intrinsic Value,5
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,9,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,10,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,11,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,12,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,2,Utility Value,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,3,Utility Value,4
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,4,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,5,Utility Value,5
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,6,Utility Value,6
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,7,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,8,Utility Value,5
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,9,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,13,Cost,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,13,Utility Value,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,13,Expectancy,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,988aaef5-55d8-4efd-a2aa-8a17e687965e,13,Intrinsic Value,NA
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,10,Cost,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,11,Cost,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,12,Cost,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,2,Cost,2
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,3,Cost,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,4,Cost,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,5,Cost,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,6,Cost,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,7,Cost,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,8,Cost,3
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,9,Cost,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,10,Expectancy,3
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,11,Expectancy,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,12,Expectancy,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,2,Expectancy,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,3,Expectancy,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,4,Expectancy,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,5,Expectancy,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,6,Expectancy,3
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,7,Expectancy,3
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,8,Expectancy,3
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,9,Expectancy,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,10,Intrinsic Value,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,11,Intrinsic Value,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,12,Intrinsic Value,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,2,Intrinsic Value,5
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,3,Intrinsic Value,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,4,Intrinsic Value,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,5,Intrinsic Value,4
College / Statistics and Data Science (ABC),v5.0-exp1,292cff87-3c74-4e94-8622-233afb0427dd,074123e7-cd90-4500-86fe-286aaa733bf5,001824fb-a2fd-431d-aef6-7a1250d97a62,6,Intrinsic Value,4
